PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,REB,AST,TOV,STL,BLK,+/-
Marques Bolden,CLE,22,1,0,1,2.8,0.0,2.0,0.0,0.0,1.0,0.0,4.0
Marquese Chriss,GSW,22,59,15,44,20.3,9.3,6.2,1.9,1.3,0.7,1.1,-3.8
Marvin Bagley III,SAC,21,13,2,11,25.7,14.2,7.5,0.8,1.4,0.5,0.9,-6.8
Marvin Williams,MIL,34,58,21,37,19.5,5.9,3.2,1.0,0.6,0.6,0.5,-1.4
Mason Plumlee,DEN,30,61,38,23,17.3,7.2,5.2,2.5,1.3,0.5,0.6,-0.9
Matisse Thybulle,PHI,23,65,40,25,19.8,4.7,1.6,1.2,0.8,1.4,0.7,0.6
Matt Mooney,CLE,25,4,0,4,4.7,0.5,0.8,0.3,0.0,0.5,0.3,1.8
Matt Thomas,TOR,25,41,31,10,10.7,4.9,1.5,0.5,0.4,0.2,0.0,1.6
Matthew Dellavedova,CLE,29,57,17,40,14.4,3.1,1.3,3.2,1.0,0.4,0.0,-0.2
Maurice Harkless,NYK,27,62,39,23,23.0,5.8,3.9,1.1,0.9,0.9,0.5,0.3
Max Strus,CHI,24,2,0,2,3.1,2.5,0.5,0.0,0.0,0.0,0.0,7.5
Maxi Kleber,DAL,28,74,42,32,25.5,9.1,5.2,1.2,0.8,0.3,1.1,1.4
Melvin Frazier Jr.,ORL,23,19,6,13,6.6,2.1,0.5,0.2,0.3,0.5,0.1,-2.1
Meyers Leonard,MIA,28,51,34,17,20.3,6.1,5.1,1.1,0.8,0.3,0.3,1.5
Mfiondu Kabengele,LAC,22,12,9,3,5.4,3.5,0.9,0.2,0.2,0.2,0.2,-0.1
Michael Carter-Williams,ORL,28,45,21,24,18.5,7.2,3.3,2.4,1.2,1.1,0.5,0.5
Michael Frazier II,HOU,26,13,7,6,11.1,2.1,0.8,0.2,0.4,0.2,0.0,-4.5
Michael Kidd-Gilchrist,DAL,26,25,12,13,11.2,2.4,2.7,0.6,0.6,0.1,0.2,0.4
Michael Porter Jr.,DEN,22,55,36,19,16.4,9.3,4.7,0.8,0.9,0.5,0.5,0.4
Mikal Bridges,PHX,23,73,34,39,28.0,9.1,4.0,1.8,1.0,1.4,0.6,1.6
Mike Conley,UTA,32,47,26,21,29.0,14.4,3.2,4.4,2.0,0.8,0.1,1.6
Mike Muscala,OKC,28,47,26,21,12.2,4.8,2.3,0.9,0.4,0.2,0.3,-0.4
Mike Scott,PHI,31,68,39,29,17.8,6.0,3.6,0.8,0.4,0.3,0.1,2.1
Miles Bridges,CHA,22,65,23,42,30.7,13.0,5.6,1.8,1.5,0.6,0.7,-6.1
Mitchell Robinson,NYK,22,61,20,41,23.2,9.7,7.0,0.6,0.6,0.9,2.0,-1.8
Miye Oni,UTA,22,10,5,5,10.9,3.5,1.7,0.4,0.4,0.4,0.2,-1.6
Mo Bamba,ORL,22,62,30,32,14.2,5.4,4.9,0.7,0.7,0.4,1.4,0.3
Monte Morris,DEN,25,73,46,27,22.4,9.0,1.9,3.5,0.7,0.8,0.2,0.7
Montrezl Harrell,LAC,26,63,44,19,27.8,18.6,7.1,1.7,1.7,0.6,1.1,4.0
Moritz Wagner,WAS,23,45,15,30,18.6,8.7,4.9,1.2,1.5,0.6,0.4,-2.0
Moses Brown,POR,20,9,4,5,3.6,1.2,1.6,0.1,0.3,0.1,0.1,-3.7
Mychal Mulder,GSW,26,7,3,4,29.1,11.0,3.3,1.1,0.7,0.3,0.1,3.3
Myles Turner,IND,24,62,37,25,29.4,12.1,6.6,1.2,1.4,0.7,2.1,-0.1
Nassir Little,POR,20,48,22,26,11.9,3.6,2.3,0.5,0.3,0.3,0.3,-1.1
Naz Mitrou-Long,IND,26,5,3,2,9.4,2.8,1.4,1.6,0.6,0.2,0.2,4.0
Naz Reid,MIN,20,30,8,22,16.5,9.0,4.1,1.2,0.7,0.6,0.7,0.2
Nemanja Bjelica,SAC,32,72,31,41,27.9,11.5,6.4,2.8,1.4,0.9,0.6,0.1
Nerlens Noel,OKC,26,61,38,23,18.5,7.4,4.9,0.9,1.1,1.0,1.5,0.4
Nic Claxton,BKN,21,15,5,10,12.5,4.4,2.9,1.1,0.6,0.1,0.5,-4.5
Nickeil Alexander-Walker,NOP,21,47,19,28,12.6,5.7,1.8,1.9,1.1,0.4,0.2,-1.2
Nicolas Batum,CHA,31,22,6,16,23.0,3.6,4.5,3.0,1.0,0.8,0.4,-2.2
Nicolo Melli,NOP,29,60,26,34,17.4,6.6,3.0,1.4,0.8,0.6,0.4,-1.5
Nigel Williams-Goss,UTA,25,10,6,4,5.0,1.4,0.6,0.6,0.3,0.3,0.1,0.3
Nikola Jokic,DEN,25,73,46,27,32.0,19.9,9.7,7.0,3.1,1.2,0.6,3.5
Nikola Vucevic,ORL,29,62,28,34,32.2,19.6,10.9,3.6,1.4,0.9,0.8,0.8
Noah Vonleh,DEN,24,36,13,23,10.5,3.7,3.4,0.8,0.6,0.3,0.2,-1.5
Norman Powell,TOR,27,52,40,12,28.4,16.0,3.7,1.8,1.5,1.2,0.4,2.8
Norvel Pelle,PHI,27,24,12,12,9.7,2.4,3.0,0.3,0.8,0.1,1.3,-3.1
OG Anunoby,TOR,22,69,50,19,29.9,10.6,5.3,1.6,1.1,1.4,0.7,4.0
Omari Spellman,MIN,22,49,11,38,18.1,7.6,4.5,1.0,1.1,0.7,0.5,-2.9
Oshae Brissett,TOR,22,19,15,4,7.1,1.9,1.4,0.4,0.4,0.2,0.1,1.8
Otto Porter Jr.,CHI,27,14,5,9,23.6,11.9,3.4,1.8,0.8,1.1,0.4,1.9
P.J. Dozier,DEN,23,29,18,11,14.2,5.8,1.9,2.2,0.9,0.5,0.2,-2.3
P.J. Tucker,HOU,35,72,44,28,34.3,6.9,6.6,1.6,1.0,1.1,0.5,2.2
P.J. Washington,CHA,21,58,22,36,30.3,12.2,5.4,2.1,1.6,0.9,0.8,-3.8
Pascal Siakam,TOR,26,60,46,14,35.2,22.9,7.3,3.5,2.5,1.0,0.9,6.6
Pat Connaughton,MIL,27,67,53,14,18.6,5.4,4.2,1.6,0.8,0.4,0.5,1.2
Patrick Beverley,LAC,31,51,38,13,26.3,7.9,5.2,3.6,1.3,1.1,0.5,5.6
Patrick McCaw,TOR,24,37,27,10,24.5,4.6,2.3,2.1,0.8,1.1,0.1,0.1
Patrick Patterson,LAC,31,59,39,20,13.2,4.9,2.6,0.7,0.4,0.1,0.1,0.8
Patty Mills,SAS,31,66,28,38,22.5,11.6,1.6,1.8,0.8,0.8,0.1,2.0
Paul George,LAC,30,48,34,14,29.6,21.5,5.7,3.9,2.6,1.4,0.4,5.4
Paul Millsap,DEN,35,51,30,21,24.3,11.6,5.7,1.6,1.4,0.9,0.6,4.4
Paul Watson,TOR,25,10,7,3,8.7,3.1,1.7,0.8,0.3,0.4,0.1,3.3
Quinn Cook,LAL,27,44,31,13,11.5,5.1,1.2,1.1,0.8,0.3,0.0,1.3
Quinndary Weatherspoon,SAS,23,11,5,6,7.1,1.1,0.6,1.0,0.5,0.3,0.1,-2.1
Rajon Rondo,LAL,34,48,37,11,20.5,7.1,3.0,5.0,1.9,0.8,0.0,0.9
Raul Neto,PHI,28,54,29,25,12.4,5.1,1.1,1.8,0.9,0.4,0.1,0.7
Rayjon Tucker,UTA,22,20,12,8,8.1,3.1,1.0,0.3,0.4,0.1,0.1,-1.2
Reggie Bullock,NYK,29,29,9,20,23.6,8.1,2.3,1.4,0.7,0.9,0.1,-2.7
Reggie Jackson,LAC,30,31,16,15,24.0,11.9,3.0,4.1,1.6,0.4,0.2,3.5
Richaun Holmes,SAC,26,44,16,28,28.2,12.3,8.1,1.0,1.2,0.9,1.3,0.4
Ricky Rubio,PHX,29,65,32,33,31.0,13.0,4.7,8.8,2.7,1.4,0.2,2.3
RJ Barrett,NYK,20,56,17,39,30.4,14.3,5.0,2.6,2.2,1.0,0.3,-5.8
Robert Covington,HOU,29,70,27,43,30.5,12.4,6.6,1.3,1.5,1.6,1.3,0.5
Robert Williams III,BOS,22,29,19,10,13.4,5.2,4.4,0.9,0.7,0.8,1.2,1.2
Robin Lopez,MIL,32,66,51,15,14.5,5.4,2.4,0.7,1.0,0.2,0.7,0.1
Rodions Kurucs,BKN,22,47,18,29,14.5,4.6,2.9,1.1,1.0,0.5,0.1,-0.6
Rodney Hood,POR,27,21,8,13,29.5,11.0,3.4,1.5,0.9,0.8,0.2,0.2
Rodney McGruder,LAC,28,56,38,18,15.6,3.3,2.7,0.6,0.4,0.5,0.1,-0.1
Romeo Langford,BOS,20,32,22,10,11.6,2.5,1.3,0.4,0.3,0.3,0.3,2.1
Rondae Hollis-Jefferson,TOR,25,60,43,17,18.7,7.0,4.7,1.8,1.0,0.8,0.4,1.3
Royce O'Neale,UTA,27,71,44,27,28.9,6.3,5.5,2.5,0.9,0.8,0.5,3.0
Rudy Gay,SAS,33,67,30,37,21.8,10.8,5.4,1.7,1.3,0.5,0.5,0.2
Rudy Gobert,UTA,28,68,42,26,34.3,15.1,13.5,1.5,1.9,0.8,2.0,4.3
Rui Hachimura,WAS,22,48,15,33,30.1,13.5,6.1,1.8,1.1,0.8,0.2,-5.3
Russell Westbrook,HOU,31,57,36,21,36.0,27.2,7.9,7.0,4.5,1.6,0.4,2.2
Ryan Anderson,HOU,32,2,1,1,7.0,2.5,3.5,1.0,0.5,0.5,0.0,3.5
Ryan Arcidiacono,CHI,26,58,21,37,16.0,4.5,1.9,1.7,0.6,0.5,0.1,-1.4
Ryan Broekhoff,PHI,29,17,10,7,10.6,4.2,2.5,0.6,0.4,0.3,0.2,0.5
Sekou Doumbouya,DET,19,38,10,28,19.8,6.4,3.1,0.5,0.9,0.5,0.2,-4.6
Semi Ojeleye,BOS,25,69,46,23,14.6,3.4,2.1,0.5,0.3,0.3,0.1,-0.4
Serge Ibaka,TOR,30,55,40,15,27.0,15.4,8.2,1.4,2.0,0.5,0.8,1.7
Seth Curry,DAL,29,64,38,26,24.6,12.4,2.3,1.9,1.0,0.6,0.1,2.5
Shabazz Napier,WAS,28,56,16,40,24.0,10.3,2.8,4.7,2.3,1.2,0.2,-1.7
Shai Gilgeous-Alexander,OKC,21,70,43,27,34.7,19.0,5.9,3.3,1.9,1.1,0.7,2.2
Shake Milton,PHI,23,40,23,17,20.1,9.4,2.2,2.6,1.2,0.5,0.2,-0.1
Shamorie Ponds,TOR,22,4,4,0,2.6,2.3,0.3,0.5,0.0,0.0,0.3,0.0
Shaquille Harrison,CHI,26,43,14,29,11.3,4.9,2.0,1.1,0.4,0.8,0.4,1.4
Sindarius Thornwell,NOP,25,2,0,2,17.7,8.0,2.0,2.0,1.0,0.5,0.5,-1.5
Skal Labissiere,ATL,24,33,14,19,17.2,5.8,5.1,1.3,0.9,0.2,0.9,0.4
Solomon Hill,MIA,29,59,29,30,18.4,5.5,2.8,1.8,0.9,0.7,0.2,-1.3
Spencer Dinwiddie,BKN,27,64,30,34,31.2,20.6,3.5,6.8,2.7,0.6,0.3,0.8
Stanley Johnson,TOR,24,25,19,6,6.0,2.4,1.5,0.8,0.6,0.2,0.2,0.5
Stanton Kidd,UTA,28,4,3,1,3.8,0.0,0.8,0.3,0.5,0.0,0.0,-0.3
Stephen Curry,GSW,32,5,1,4,27.9,20.8,5.2,6.6,3.2,1.0,0.4,-9.0
Sterling Brown,MIL,25,52,39,13,14.7,5.1,3.5,1.0,0.8,0.6,0.1,1.3
Steven Adams,OKC,26,63,40,23,26.7,10.9,9.3,2.3,1.5,0.8,1.1,2.4
Svi Mykhailiuk,DET,23,56,17,39,22.6,9.0,1.9,1.9,1.1,0.7,0.1,-0.1
T.J. Leaf,IND,23,28,16,12,7.9,3.0,2.5,0.3,0.3,0.4,0.1,0.3
T.J. McConnell,IND,28,71,44,27,18.7,6.5,2.7,5.0,1.4,0.8,0.2,0.7
T.J. Warren,IND,26,67,42,25,32.9,19.8,4.2,1.5,1.3,1.2,0.5,1.9
Tacko Fall,BOS,24,7,5,2,4.6,3.3,2.1,0.1,0.4,0.1,0.6,1.0
Taj Gibson,NYK,35,62,21,41,16.5,6.1,4.3,0.8,0.8,0.4,0.5,-4.2
Talen Horton-Tucker,LAL,19,6,2,4,13.5,5.7,1.2,1.0,1.0,1.3,0.2,-3.0
Tariq Owens,PHX,25,3,0,3,5.1,1.3,1.0,0.0,0.0,0.3,0.0,-5.3
Taurean Prince,BKN,26,64,30,34,29.0,12.1,6.0,1.8,2.0,0.9,0.4,1.1
Terance Mann,LAC,23,41,27,14,8.8,2.4,1.3,1.3,0.4,0.3,0.1,-0.1
Terence Davis,TOR,23,72,53,19,16.8,7.5,3.3,1.6,1.1,0.5,0.2,2.8
Terrance Ferguson,OKC,22,56,33,23,22.5,3.9,1.3,0.9,0.6,0.5,0.3,-2.6
Terrence Ross,ORL,29,69,31,38,27.4,14.7,3.2,1.2,1.0,1.1,0.3,-1.0
Terry Rozier,CHA,26,63,21,42,34.4,18.0,4.4,4.1,2.2,1.0,0.2,-6.3
Thabo Sefolosha,HOU,36,41,27,14,10.6,2.2,2.3,0.6,0.4,0.6,0.3,0.9
Thaddeus Young,CHI,32,64,22,42,24.9,10.3,4.9,1.8,1.6,1.4,0.4,-3.3
Thanasis Antetokounmpo,MIL,27,20,16,4,6.4,2.8,1.2,0.8,0.6,0.4,0.1,-0.8
Theo Pinson,NYK,24,33,15,18,11.1,3.6,1.6,1.7,1.0,0.5,0.1,-1.2
Thomas Bryant,WAS,22,46,15,31,24.9,13.2,7.2,1.8,1.2,0.5,1.1,-3.5
Thon Maker,DET,23,60,20,40,12.9,4.7,2.8,0.7,0.8,0.4,0.7,-2.4
Tim Frazier,DET,29,27,9,18,13.1,3.6,1.2,3.4,1.3,0.5,0.1,-2.0
Tim Hardaway Jr.,DAL,28,71,41,30,29.5,15.8,3.3,1.9,1.0,0.6,0.1,4.1
Timothe Luwawu-Cabarrot,BKN,25,47,20,27,18.1,7.8,2.7,0.6,0.8,0.4,0.1,-1.1
Tobias Harris,PHI,27,72,43,29,34.3,19.6,6.9,3.2,1.4,0.7,0.6,2.2
Tomas Satoransky,CHI,28,65,22,43,28.9,9.9,3.9,5.4,2.0,1.2,0.1,-1.1
Tony Bradley,UTA,22,58,36,22,11.4,4.9,4.6,0.4,0.5,0.2,0.6,-0.2
Tony Snell,DET,28,59,18,41,27.8,8.0,1.9,2.2,0.5,0.5,0.3,-2.9
Torrey Craig,DEN,29,58,38,20,18.5,5.4,3.3,0.8,0.4,0.4,0.6,-3.0
Trae Young,ATL,21,60,18,42,35.3,29.6,4.3,9.3,4.8,1.1,0.1,-3.8
Tremont Waters,BOS,22,11,8,3,10.8,3.6,1.1,1.5,1.4,0.9,0.2,1.8
Treveon Graham,ATL,26,55,21,34,16.9,4.4,2.7,0.8,0.5,0.4,0.1,-2.7
Trevor Ariza,POR,35,53,22,31,28.2,8.0,4.6,1.7,1.1,1.3,0.3,-0.2
Trey Burke,DAL,27,33,16,17,15.8,7.4,1.5,2.5,0.6,0.5,0.1,0.8
Trey Lyles,SAS,24,63,27,36,20.2,6.4,5.7,1.1,0.6,0.4,0.4,-0.9
Tristan Thompson,CLE,29,57,19,38,30.2,12.0,10.1,2.1,1.8,0.6,0.9,-6.6
Troy Brown Jr.,WAS,20,69,24,45,25.8,10.4,5.6,2.6,1.1,1.2,0.1,-3.3
Troy Daniels,DEN,28,47,34,13,11.3,4.3,1.1,0.4,0.3,0.2,0.1,0.1
Ty Jerome,PHX,22,31,16,15,10.6,3.3,1.5,1.4,0.6,0.5,0.1,-3.3
Tyler Cook,DEN,22,13,3,10,4.2,1.8,1.1,0.1,0.2,0.2,0.0,-1.3
Tyler Herro,MIA,20,55,34,21,27.4,13.5,4.1,2.2,1.6,0.6,0.2,-0.4
Tyler Johnson,BKN,28,39,16,23,18.2,7.0,1.9,1.9,0.7,0.4,0.2,-2.6
Tyler Zeller,SAS,30,2,1,1,1.9,1.0,2.0,0.0,0.0,0.0,0.0,1.5
Tyrone Wallace,ATL,26,14,3,11,11.5,2.9,1.6,0.9,0.7,0.5,0.1,-2.3
Tyson Chandler,HOU,37,26,15,11,8.4,1.3,2.5,0.2,0.3,0.2,0.3,1.2
Tyus Jones,MEM,24,65,32,33,19.0,7.4,1.6,4.4,0.8,0.9,0.1,-0.8
Udonis Haslem,MIA,40,4,3,1,11.0,3.0,4.0,0.3,0.3,0.0,0.0,-4.8
Vic Law,ORL,24,8,2,6,7.7,1.9,1.4,0.4,0.3,0.3,0.0,-0.9
Victor Oladipo,IND,28,19,11,8,27.8,14.5,3.9,2.9,2.5,0.9,0.2,-0.3
Vince Carter,ATL,43,60,19,41,14.6,5.0,2.1,0.8,0.6,0.4,0.4,-2.1
Vincent Poirier,BOS,26,22,18,4,5.9,1.9,2.0,0.4,0.4,0.1,0.4,-0.9
Vlatko Cancar,DEN,23,14,7,7,3.2,1.2,0.7,0.2,0.2,0.1,0.1,-0.6
Wayne Ellington,NYK,32,36,9,27,15.5,5.1,1.8,1.2,0.5,0.4,0.1,-0.5
Wendell Carter Jr.,CHI,21,43,15,28,29.2,11.3,9.4,1.2,1.7,0.8,0.8,-0.7
Wenyen Gabriel,POR,23,30,10,20,7.8,2.1,1.7,0.3,0.5,0.4,0.2,-1.5
Wes Iwundu,ORL,25,52,23,29,18.3,5.8,2.5,1.2,0.5,0.5,0.3,0.2
Wesley Matthews,MIL,33,67,52,15,24.4,7.4,2.5,1.4,0.6,0.6,0.1,6.8
Will Barton,DEN,29,58,38,20,33.0,15.1,6.3,3.7,1.5,1.1,0.5,4.2
William Howard,HOU,26,2,1,1,6.6,0.0,1.0,0.5,0.5,0.0,0.0,0.0
Willie Cauley-Stein,DAL,26,54,16,38,20.3,7.2,5.8,1.3,0.7,0.9,1.1,-2.4
Willy Hernangomez,CHA,26,31,7,24,12.1,6.1,4.3,0.9,1.0,0.3,0.2,-0.6
Wilson Chandler,BKN,33,35,16,19,21.0,5.9,4.1,1.1,1.0,0.5,0.3,-3.4
Yogi Ferrell,SAC,27,50,20,30,10.6,4.4,1.0,1.4,0.6,0.4,0.1,-0.3
Yuta Watanabe,MEM,25,18,9,9,5.8,2.0,1.1,0.3,0.1,0.3,0.1,0.6
Zach Collins,POR,22,11,8,3,26.4,7.0,6.3,1.5,1.3,0.5,0.5,3.3
Zach LaVine,CHI,25,60,20,40,34.8,25.5,4.8,4.2,3.4,1.5,0.5,-3.2
Zach Norvell Jr.,GSW,22,5,2,3,8.2,2.0,1.2,0.6,0.6,0.4,0.0,-5.4
Zhaire Smith,PHI,21,7,3,4,4.6,1.1,0.3,0.3,0.3,0.4,0.0,-1.4
Zion Williamson,NOP,19,24,11,13,27.8,22.5,6.3,2.1,2.5,0.7,0.4,2.6
Zylan Cheatham,NOP,24,4,2,2,12.8,3.0,2.3,0.8,1.0,0.3,0.3,-7.0
